SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site56,ES,Castellon,5.87,3.51,2.11,18.26,18.77,12.15,13.15,7.51,12.82,10.55
site57,ES,Madrid VdlV,7.28,6.81,8.2,18.01,20.42,20.8,10.76,8.28,16.86,13.18
site59,ES,Santiago,6.21,7.65,11.93,18.85,27.45,7.93,0.71,4.85,16.54,11.53
site61,FI,Espoo,10.94,9.05,9.3,30.81,38.21,24.93,10.62,10.2,25.81,19.12
site62,FI,Helsinki,9.85,9.59,11.46,36.28,69.4,34.35,17.04,12.16,37.87,26.85
site84,FI,Tampere,25.37,24.33,30.27,59.1,95.77,48.43,28.29,26,58.39,44.51
site85,FI,Turku,8.56,8.13,14.53,9.3,27.22,28.01,7.37,8.02,19.76,14.73
site88,FR,Bordeaux I,16.19,2.94,2.69,2.52,37.48,53.52,14.93,11.35,24.05,18.61
site89,FR,Fort-de-France P,0,0,0,0,0,0,0,0,0,0
site90,FR,Paris Seine Centre,22.29,3.11,22.81,69.59,71.37,87.89,26.98,17.46,62.91,43.43
site91,FR,Paris South Suburbs,1.91,1.62,11.83,1.65,10.46,7.27,1.62,1.72,7.8,5.19
site92,GB,Bristol,11.88,15.48,21.49,68.94,70.86,28.93,13.74,13.7,47.55,33.04
site94,GR,Athens,,1.8,1.63,,6.75,4.14,2,1.9,4.17,2.49
site98,HR,Zagreb,14.41,15.7,19.21,43.89,66.89,45.08,23.17,17.76,43.77,32.62
site99,IS,Reykjavik Klettagarðar,14.84,20.45,24.74,50.72,68.51,50.41,25.93,20.41,48.6,36.52
site101,IT,Milan,1.86,1.56,2.06,6.79,11.11,4.08,2.95,2.12,6.01,4.34
site104,LT,Vilnius,6.18,5.84,32.94,6.14,37.25,13.52,9.86,7.29,22.46,15.96
site107,NL,Amsterdam,259.05,214.09,136.19,157.35,207.66,345.34,292.32,255.15,211.64,230.29
site108,NL,Eindhoven,230.04,210.44,133.54,109.73,201.13,163.94,106.76,182.41,152.09,165.08
site109,NL,Nieuwegein Ijssel.,46.66,25.56,37.05,41.43,76.28,71.79,40.42,37.55,56.64,48.45
site110,NL,Oudewater,44.54,16.24,11.01,17.07,47.83,35.03,13.04,24.61,27.74,26.39
site111,NL,Utrecht,62.36,48.25,42.16,61.05,91.97,67.55,45.39,52,65.68,59.82
site112,NO,Oslo,10.22,11.37,22.52,22.52,22.52,26.67,20.67,14.09,23.56,19.5
site113,PL,Krakow P,4.62,3.32,,,10.7,10.34,5.16,4.37,10.52,7.41
site114,PT,Almada,8.73,3.37,1.43,8.62,3.8,36.08,3.25,5.12,12.48,9.33
site115,PT,Lisbon,15.7,15.72,16.38,42.17,95.86,44.07,,15.71,49.62,38.32
site116,PT,Porto,10.19,6.25,7.49,13.41,13.11,12.99,12.24,9.56,11.75,10.81
site129,SI,Ljubljana,14.28,16.36,11.72,83.9,66.58,30.11,26.15,18.93,48.08,35.59
site133,SK,Bratislava (2),7.75,8.23,11.81,10.92,13.88,11,7.19,7.72,11.9,10.11
site134,SK,Piestany,0.58,0.55,0.58,1.65,7.62,3.3,1.41,0.85,3.29,2.24
