SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site60,ES,Valencia (3),510.69,432.13,369.36,187.16,981.8,685.47,251.57,398.13,555.95,488.31
site61,FI,Espoo,30.71,40.03,45.37,68.74,63.39,44.08,34.08,34.94,55.39,46.63
site62,FI,Helsinki,55.14,50.3,63.03,117.78,108.88,68.48,53.06,52.83,89.54,73.81
site84,FI,Tampere,9.91,8.21,12.83,22.19,15.94,9.78,9.85,9.32,15.19,12.67
site85,FI,Turku,7.69,7.68,8.19,15.53,20.17,10.93,7.29,7.55,13.71,11.07
site88,FR,Bordeaux I,113.61,258.97,188.99,211.17,299.85,373.52,351.19,241.26,268.38,256.76
site90,FR,Paris Seine Centre,209.03,246.05,287.3,329.96,354.32,277.13,210.97,222.02,312.18,273.54
site93,GB,London,561.78,380.89,666.73,729.32,874.47,534.02,584.56,509.08,701.13,618.82
site94,GR,Athens,17.65,64.74,30.48,70.92,81.53,56.29,69.78,50.73,59.81,55.91
site95,GR,Eleusis,27.51,11.34,3.29,13.61,16.83,20.86,21.55,20.13,13.65,16.43
site98,HR,Zagreb,338.48,359.67,387.6,517.09,520.7,339.37,305.91,334.69,441.19,395.55
site99,IS,Reykjavik Klettagarðar,719.97,723.36,701.59,936.55,932.54,641.26,529.49,657.61,802.98,740.68
site100,IT,Bozen,368.97,320.73,597.78,431.33,390.19,281.04,254.46,314.72,425.08,377.79
site101,IT,Milan,237.42,225.28,216.79,273.73,247.81,244.65,210.18,224.29,245.75,236.55
site102,LT,Kaunas,46.54,41.36,52.14,103.62,94.4,70.9,48.31,45.4,80.26,65.32
site103,LT,Klaipeda,81.84,55.58,66.38,113.35,135.25,99.63,68.35,68.59,103.65,88.63
site104,LT,Vilnius,46.32,48.98,68.71,129.83,111.09,72.46,51.54,48.95,95.52,75.56
site105,LV,Riga,60.57,19.6,53.82,49.84,47.5,91.78,78.26,52.81,60.74,57.34
site107,NL,Amsterdam,898.05,687.74,825.14,1039.35,1238.79,1007.32,1206.68,930.82,1027.65,986.15
site108,NL,Eindhoven,575.01,427.28,499.02,669.88,637.17,548.37,461.21,487.83,588.61,545.42
site111,NL,Utrecht,352.02,524.64,468.04,565.26,518.69,396.36,396.76,424.48,487.09,460.25
site112,NO,Oslo,154.06,159.96,198.89,257.15,308.5,248.94,207.25,173.76,253.37,219.25
site113,PL,Krakow P,29.35,42.61,49.54,62.69,43.4,61.17,37.26,36.41,54.2,46.57
site114,PT,Almada,138.39,141.95,169.17,190.98,173.21,142.12,181.99,154.11,168.87,162.54
site115,PT,Lisbon,409.47,391.02,465.8,528.29,537.5,465.59,375.74,392.08,499.29,453.34
site116,PT,Porto,254.53,248.33,233.75,258.91,300.35,381.14,173.43,225.43,293.54,264.35
site121,SE,Gävle,73.64,95.32,78.52,121.64,112.49,65.8,51.28,73.41,94.61,85.53
site123,SE,Stockholm (2),159.57,161.79,176.28,257.27,288.85,245.52,189.29,170.22,241.98,211.23
site126,SE,Uppsala,47.85,49.89,48.4,57.3,83.32,80.48,68.68,55.47,67.37,62.27
site127,SI,Domžale-Kamnik,194.88,225,274.22,356.09,372.2,189.53,123.86,181.25,298.01,247.97
site128,SI,Koper,447.89,510.01,585.02,697.03,665.4,526.84,716.95,558.28,618.57,592.73
site129,SI,Ljubljana,354.93,377.15,407.84,539.82,509.32,453.67,365.26,365.78,477.66,429.71
site130,SI,Maribor,207.15,181.38,214.55,299.82,361.19,253.17,145.21,177.91,282.18,237.5
site131,SI,Novo mesto,183.06,151.03,274.31,489.14,446,93.06,180.53,171.54,325.63,259.59
site132,SI,Velenje,110.27,163.83,112.71,181.96,218.22,122.34,187,153.7,158.81,156.62
site133,SK,Bratislava (2),46.88,46.33,62.68,80.69,55.83,52.28,93.67,62.3,62.87,62.62
site134,SK,Piestany,28.45,27.5,21.61,57.05,53.99,30.03,13.67,23.21,40.67,33.19
site135,TR,Adana,4.15,3.43,2.25,2.66,4.17,2.87,2.23,3.27,2.99,3.11
site137,TR,Istanbul (II-VII),37.3,31.01,33.75,41.35,40.3,35.18,34.66,34.32,37.65,36.22
