SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site73,FI,Lappeenranta,18.23,16.47,14.45,27.19,14.41,9.78,4.92,13.21,16.46,15.07
site74,FI,Mariehamn,0.69,0.67,0.62,0.45,0.84,1.12,1.41,0.92,0.76,0.83
site75,FI,Mikkeli,21.96,21.26,27.22,65.99,58.66,31.95,25.71,22.98,45.95,36.11
site76,FI,Oulu,18.03,12.72,12.35,26.99,31.43,22.51,12.99,14.58,23.32,19.57
site77,FI,Pietarsaari,1.76,2.75,2.04,4.9,3.8,2.11,3.24,2.58,3.21,2.94
site78,FI,Pori,14.63,16.29,18.64,28.23,19.53,13.65,11.11,14.01,20.01,17.44
site79,FI,Rauma,6.08,4.49,3.73,13.64,12.37,10.35,6.47,5.68,10.02,8.16
site80,FI,Rovaniemi,3.52,9.73,32.77,23.32,34.43,27.74,22.4,11.88,29.57,21.99
site81,FI,Salo,7.16,12.43,12.73,22.6,13.75,9.56,8.55,9.38,14.66,12.4
site82,FI,Savonlinna,6.82,4.79,3.11,5.93,13.35,9.23,11.8,7.8,7.9,7.86
site83,FI,Seinäjoki,15.32,14.2,12.43,19.38,22.42,21.76,15.93,15.15,19,17.35
site84,FI,Tampere,14.94,16.08,22.95,58.53,49.7,34.18,24.43,18.48,41.34,31.54
site85,FI,Turku,18.53,16.82,33.3,73.59,63.74,29.36,18.83,18.06,50,36.31
site86,FI,Vaasa,9.07,9.73,8.88,42.55,46.59,33.62,21.5,13.43,32.91,24.56
site87,FI,Vihti,15.67,18.14,16.53,33.12,42.82,24.11,12.52,15.44,29.14,23.27
site90,FR,Paris Seine Centre,18.05,32.26,33.61,29.92,58.49,32.84,20.84,23.72,38.71,32.29
site98,HR,Zagreb,26.71,25.48,25.01,45.03,70.46,48.72,48.21,33.47,47.31,41.38
site99,IS,Reykjavik Klettagarðar,20.36,40.38,34.92,52,61.97,64.41,34.94,31.89,53.32,44.14
site100,IT,Bozen,1.07,1.03,1.49,2.09,3.71,3.38,1.44,1.18,2.67,2.03
site101,IT,Milan,1.03,,2.03,3.22,3.37,,2.68,1.85,2.88,2.47
site102,LT,Kaunas,16.44,15.73,16.35,20.53,30.95,25.97,18.91,17.03,23.45,20.7
site103,LT,Klaipeda,15.09,11.18,10.49,13.57,13.99,17,19.66,15.31,13.76,14.42
site104,LT,Vilnius,26.54,23.35,23.64,55.34,41.85,28.5,23.57,24.49,37.33,31.83
site105,LV,Riga,24.02,33.77,40.93,49.76,66.4,59.88,26.11,27.97,54.24,42.98
site107,NL,Amsterdam,101.59,126.87,157.79,99.32,162.62,177.26,139.82,122.76,149.24,137.89
site108,NL,Eindhoven,69.95,63.11,138.12,96.54,133.71,110.61,96.4,76.49,119.75,101.21
site111,NL,Utrecht,147.69,72.16,88.23,185.82,212.38,123.37,83.82,101.22,152.45,130.5
site112,NO,Oslo,21.75,22.05,49.46,45.87,46.37,38.87,22.56,22.12,45.14,35.27
site113,PL,Krakow P,25.77,26.76,27.68,31.87,34.36,42.89,25.69,26.07,34.2,30.72
site114,PT,Almada,31.58,5.39,5.47,11.94,13.56,41.67,11.08,16.02,18.16,17.24
site115,PT,Lisbon,20.3,20.79,22.49,38.65,90.15,73.32,47.1,29.4,56.15,44.68
site116,PT,Porto,16.57,11.82,17.23,28.44,40.36,19.79,15.1,14.5,26.46,21.33
site119,RS,Novi Sad,7.84,13.32,29.5,44.29,22.41,11.79,8.14,9.77,27,19.61
site121,SE,Gävle,19.81,17.57,18.82,40.92,65.37,34.57,27.41,21.6,39.92,32.07
site122,SE,Sandviken,4.94,8.67,23,34.66,23.84,20.34,13.17,8.93,25.46,18.37
site123,SE,Stockholm (2),21.66,20.66,19.75,37.33,65.29,37.77,77.16,39.83,40.03,39.95
site124,SE,Söderhamn,16.32,10.43,8.45,9.14,19.92,19.44,19.44,15.39,14.24,14.73
site126,SE,Uppsala,14.38,14.69,11.02,28.52,38.45,20.13,15.35,14.81,24.53,20.36
site127,SI,Domžale-Kamnik,9.25,5.12,8.56,7.27,7.47,6.38,6.63,7,7.42,7.24
site128,SI,Koper,3.12,2.46,4.39,5.55,,3.22,4.01,3.2,4.39,3.79
site129,SI,Ljubljana,11.14,10.54,11.19,17.56,23.89,13.24,630.12,217.27,16.47,102.52
site130,SI,Maribor,9.34,9.33,8.53,8.85,7.9,8.64,8.54,9.07,8.48,8.73
site131,SI,Novo mesto,2.08,1.82,2.18,3.9,3.39,2.82,2.9,2.26,3.07,2.72
site132,SI,Velenje,8.99,2.46,2.16,3.44,8.44,9.13,8.38,6.61,5.79,6.14
site135,TR,Adana,29.83,26.54,25.11,46.79,31.65,28.62,27.99,28.12,33.04,30.93
site137,TR,Istanbul (II-VII),19.9,21.67,16.36,24.68,34.6,33.41,33.73,25.1,27.26,26.33
