SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site74,FI,Mariehamn,22.69,32.77,31.6,67.27,76.07,31.89,28.4,27.95,51.71,41.53
site75,FI,Mikkeli,2.8,3.17,3.19,3.07,4.81,1.91,1.88,2.62,3.25,2.98
site76,FI,Oulu,2.87,2.27,3.38,5.25,5.29,3.49,3.49,2.88,4.35,3.72
site77,FI,Pietarsaari,0.14,0.15,0.46,0.13,0.29,0.18,0.16,0.15,0.26,0.22
site78,FI,Pori,3.38,2.56,2.99,5.61,4.35,4.22,3.11,3.02,4.29,3.74
site79,FI,Rauma,0.9,1.07,0.24,0.86,1.82,1.26,1.31,1.09,1.04,1.06
site80,FI,Rovaniemi,2.38,4.87,4.87,4.52,3.64,1.88,0.51,2.59,3.73,3.24
site81,FI,Salo,1.13,2.27,2.81,2.55,0.98,0.91,2.73,2.04,1.81,1.91
site82,FI,Savonlinna,1.9,0.58,0.93,1.99,5.27,2.64,2.02,1.5,2.71,2.19
site83,FI,Seinäjoki,4.87,4.18,6.6,10.11,8.5,4.06,2.03,3.69,7.32,5.76
site84,FI,Tampere,12.65,12.17,14.55,26.44,23.01,23.41,15.82,13.55,21.85,18.29
site85,FI,Turku,8.9,12.65,15.61,26.24,30.12,17.46,11.69,11.08,22.36,17.52
site86,FI,Vaasa,2.89,1.17,0.97,2.18,2.72,1.69,1.11,1.73,1.89,1.82
site87,FI,Vihti,9.53,11.01,7.88,24.68,41.46,11.91,11.62,10.72,21.48,16.87
site90,FR,Paris Seine Centre,410.4,475.08,410.75,387.83,447.58,377.26,365.15,416.87,405.85,410.58
site98,HR,Zagreb,404.92,486.96,544.26,637.92,625.2,470.37,402.07,431.32,569.44,510.24
site99,IS,Reykjavik Klettagarðar,201.58,290.26,310.08,364.19,374.78,239.08,202.77,231.54,322.03,283.25
site100,IT,Bozen,282.33,310.22,332.48,387.81,403,322.93,292.89,295.15,361.56,333.1
site101,IT,Milan,342.15,,346.31,539.14,425.75,,353.85,348,437.07,401.44
site102,LT,Kaunas,55.65,57.53,57.73,72.79,86.14,66.67,60.92,58.04,70.83,65.35
site103,LT,Klaipeda,60.38,68.02,61.98,74.1,114.11,153.26,97.5,75.3,100.86,89.91
site104,LT,Vilnius,47.03,63.33,55.53,143.52,92.08,50.58,44.89,51.75,85.43,70.99
site105,LV,Riga,45.4,80.48,76.92,94.2,109.1,98.93,45.4,57.09,94.79,78.63
site107,NL,Amsterdam,706.35,715.85,855.76,712.68,864.88,821.5,703.48,708.56,813.7,768.64
site108,NL,Eindhoven,436.08,448.96,545.83,611.89,686.56,480.16,451.16,445.4,581.11,522.95
site111,NL,Utrecht,397.49,417.12,533.71,632.15,581.02,438.3,455.64,423.42,546.29,493.63
site112,NO,Oslo,193.3,187.17,318.69,295.54,298.76,197.33,187.27,189.24,277.58,239.72
site113,PL,Krakow P,42.78,54.38,59.5,62.86,55.09,64.33,38.77,45.31,60.45,53.96
site114,PT,Almada,322.29,282.04,189.01,162.5,190.66,300.6,184.91,263.08,210.69,233.14
site115,PT,Lisbon,343.95,365.92,368.38,447.41,341.29,372.54,321.14,343.67,382.4,365.8
site116,PT,Porto,341.01,356.55,321.27,336.83,340.68,290.41,322.16,339.91,322.3,329.85
site119,RS,Novi Sad,146.73,121.31,135.54,126.25,83.9,132.33,135.62,134.55,119.5,125.95
site121,SE,Gävle,72.46,63.13,84.16,164.78,172.24,96.09,71.99,69.19,129.32,103.55
site122,SE,Sandviken,33.29,52.34,84.23,139.17,114.51,84.71,46.24,43.95,105.66,79.21
site123,SE,Stockholm (2),213.87,274.25,298.98,407.29,536.19,324.63,208.13,232.08,391.77,323.34
site124,SE,Söderhamn,19.42,18.99,55.36,67.28,104.82,100.77,48.89,29.1,82.06,59.36
site126,SE,Uppsala,72.75,74.28,95.61,124.93,153.94,72.85,68.86,71.96,111.83,94.74
site127,SI,Domžale-Kamnik,148.8,159.51,155.53,175.91,199.27,138.58,152.07,153.46,167.32,161.38
site128,SI,Koper,306.04,305.32,344.2,363.01,,265.97,341.43,317.6,324.39,320.99
site129,SI,Ljubljana,287.91,302.94,301.75,401.16,392.99,329.27,336.3,309.05,356.29,336.05
site130,SI,Maribor,114.96,128.11,148.12,175.68,165.55,115.9,129.46,124.18,151.31,139.68
site131,SI,Novo mesto,85.13,99.88,103.75,143.97,146.71,91.86,80.81,88.61,121.57,107.44
site132,SI,Velenje,124.17,112.96,167.66,161.06,182.05,141.43,147.62,128.25,163.05,148.13
site135,TR,Adana,5.09,4.89,5.57,3.16,5.28,4.92,5.3,5.09,4.73,4.89
site137,TR,Istanbul (II-VII),45.23,58.05,43.9,55.79,63.5,59.83,54.79,52.69,55.75,54.44
