SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site73,FI,Lappeenranta,0.68,0.77,1.06,0.92,0.56,0.5,0.56,0.67,0.76,0.72
site74,FI,Mariehamn,0,0,0,0,0,0,0,0,0,0
site75,FI,Mikkeli,8.34,6.03,6.45,4.5,2.24,3.77,1.59,5.32,4.24,4.7
site76,FI,Oulu,1.04,0.89,0.97,1.31,1.46,1.56,1.24,1.05,1.33,1.21
site77,FI,Pietarsaari,0,0,0,0,0,0,0,0,0,0
site78,FI,Pori,1.39,1.27,1.31,1.62,1.32,1.72,1.78,1.48,1.49,1.49
site79,FI,Rauma,1.41,2.37,1.65,1.25,1.68,1.35,2.32,2.03,1.48,1.72
site80,FI,Rovaniemi,1.79,1.71,1.79,2.08,2.29,2.28,1.13,1.54,2.11,1.87
site81,FI,Salo,5.59,5.9,6.72,8.54,9.69,8.75,7.57,6.35,8.43,7.54
site82,FI,Savonlinna,2.38,2.84,1.02,0.75,1.17,0.88,0.74,1.99,0.95,1.4
site83,FI,Seinäjoki,1.94,1.28,1.21,2.61,1.93,1.71,1.04,1.42,1.86,1.67
site84,FI,Tampere,1.34,1.83,1.63,2.29,1.64,1.37,2.23,1.8,1.73,1.76
site85,FI,Turku,3.63,3.59,4.53,4.78,4.74,4.44,4.7,3.97,4.62,4.34
site86,FI,Vaasa,2.41,2.9,2.88,2.58,4.16,3.07,3.49,2.93,3.17,3.07
site87,FI,Vihti,1.37,2.71,5.01,3.28,2.23,1.88,4.1,2.72,3.1,2.94
site90,FR,Paris Seine Centre,0,0,0,0,0,0,0,0,0,0
site94,GR,Athens,17.55,18.45,19.36,15.89,20.53,22.23,,18,19.5,18.31
site95,GR,Eleusis,0,0,0,0,0,0,0,0,0,0
site98,HR,Zagreb,3.67,7.55,3,2.3,2.69,3.01,20.73,10.65,2.75,6.14
site99,IS,Reykjavik Klettagarðar,45.23,30.08,28.89,32.17,46.8,39.03,28.28,34.53,36.72,35.78
site100,IT,Bozen,1.52,0.95,1.54,0.9,1.28,1.57,1.47,1.31,1.32,1.32
site101,IT,Milan,8.88,,8.95,13.64,10.89,,13.12,11,11.16,11.09
site102,LT,Kaunas,6.24,5.74,5.57,4.97,7.7,6.63,7.73,6.57,6.22,6.37
site103,LT,Klaipeda,3.55,3.78,3.47,4.34,2.83,2.91,2.49,3.27,3.39,3.34
site104,LT,Vilnius,1.64,1.31,1.91,2.67,1.64,1.23,1.53,1.5,1.86,1.71
site105,LV,Riga,52.88,75.9,80.23,82.98,89.23,89.14,67.39,65.39,85.4,76.82
site107,NL,Amsterdam,25.63,25,29.7,22.99,26.35,27.89,28.14,26.26,26.73,26.53
site108,NL,Eindhoven,8.33,12.05,24.63,92.46,25.71,14.83,8.23,9.54,39.41,26.61
site111,NL,Utrecht,3.52,4.05,3.37,3.99,5.53,3.73,9.63,5.73,4.16,4.83
site112,NO,Oslo,28.09,24.13,32.81,30.43,30.76,27.62,31.72,27.98,30.4,29.37
site113,PL,Krakow P,1.54,2.14,1.82,1.9,1.26,1.63,1.41,1.7,1.65,1.67
site114,PT,Almada,0,0,0,0,0,0,0,0,0,0
site115,PT,Lisbon,3.1,2.33,3.05,3.63,2.54,4.55,7.14,4.19,3.44,3.76
site116,PT,Porto,0,0,0,0,0,0,0,0,0,0
site119,RS,Novi Sad,0,0,0,0,0,0,0,0,0,0
site121,SE,Gävle,4.18,2.76,3.77,5.37,4.09,11.93,4.21,3.71,6.29,5.19
site122,SE,Sandviken,1.21,0.79,0.34,1.29,0.45,0.7,0.55,0.85,0.69,0.76
site123,SE,Stockholm (2),11.78,22.82,14.13,11.97,13.26,11.31,12.51,15.7,12.67,13.97
site124,SE,Söderhamn,2.91,1.43,2.36,2.94,1.68,2.12,1.48,1.94,2.27,2.13
site126,SE,Uppsala,2.13,1.91,1.2,0.98,1.34,0.88,2.04,2.03,1.1,1.5
site127,SI,Domžale-Kamnik,1.17,1.54,1.42,0.1,0.1,0.13,0.64,1.12,0.44,0.73
site128,SI,Koper,0.43,0.44,0.82,0.1,,0.57,0.1,0.32,0.5,0.41
site129,SI,Ljubljana,1.89,1.63,0.79,0.61,1.01,0.86,1.03,1.52,0.82,1.12
site130,SI,Maribor,0,0,0,0,0,0,0,0,0,0
site131,SI,Novo mesto,0,0,0,0,0,0,0,0,0,0
site132,SI,Velenje,0.16,1.96,1.57,1.62,1.21,0.14,0.15,0.76,1.13,0.97
site137,TR,Istanbul (II-VII),45.88,24.52,20.53,24.43,36.46,23.37,26.59,32.33,26.2,28.83
