SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site3,AT,Innsbruck,10.5,9.38,11.93,45.43,40.44,18.8,15.61,11.83,29.15,21.73
site13,BE,Antwerp Deurne,62.56,44.34,40.1,41.04,48.29,45.63,20.94,42.61,43.77,43.27
site14,BE,Antwerp Zuid,70.1,57.59,62.96,90.61,182.15,136.44,88.16,71.95,118.04,98.29
site17,BE,Brussels,8.84,10.37,14.14,80.46,74.15,37.65,15.29,11.5,51.6,34.41
site19,BE,Koksijde,4.09,1.83,3.97,5.05,15.9,5.43,3.96,3.29,7.59,5.75
site22,BE,Oostende,14.05,11.62,10.63,13.3,21.51,12.83,9.91,11.86,14.57,13.41
site24,CH,Basel,11.99,11.36,11.31,28.91,51.34,38,20.48,14.61,32.39,24.77
site25,CH,Berne,8.52,7.36,10.53,25.38,41.94,26.92,16.2,10.69,26.19,19.55
site26,CH,Geneva,11.84,11.47,20.16,66.43,64.71,,19.19,14.17,50.43,32.3
site28,CH,Lugano,3.83,0.74,0.69,1.77,5.48,3.38,1.75,2.11,2.83,2.52
site29,CH,St. Gallen Hofen,14.35,15.52,11.8,37.59,43.36,24.57,10.42,13.43,29.33,22.52
site30,CH,Zurich,18.17,16.45,21.73,66.34,177.25,82.26,33.02,22.55,86.9,59.32
site31,CY,Limassol,6.11,3.09,2.71,2.31,2.97,3.13,3.65,4.29,2.78,3.43
site32,CY,Nicosia,1.74,0.79,0.81,0.7,1.98,2.49,2.27,1.6,1.5,1.54
site34,CZ,Budweis,8.59,8.72,6.15,10.85,45.57,35.22,14.47,10.59,24.45,18.51
site40,DE,Dortmund,20.88,19.6,16.54,34.22,42.63,19.06,13.27,17.92,28.11,23.74
site41,DE,Dresden,7.68,5.83,7.08,19.03,21.44,13.84,14.13,9.21,15.35,12.72
site42,DE,Dülmen,7.5,9.09,12.85,24.93,19.22,13.45,11.35,9.31,17.61,14.06
site49,DE,Munich Gut_Grosslappen,11.65,10.18,50.64,41.97,13.37,26.09,14.74,12.19,33.02,24.09
site55,ES,Barcelona,26.77,20.88,19.97,54.53,107.17,63.95,34.22,27.29,61.41,46.79
site56,ES,Castellon,6.85,6.77,3.39,4.29,6.97,6.64,6.84,6.82,5.32,5.96
site58,ES,Molina de Segura,0,0,0,0,0,0,0,0,0,0
site59,ES,Santiago,1.28,3.65,4.89,7.6,7.84,4.27,1.67,2.2,6.15,4.46
