SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site94,GR,Athens,21.49,25.47,24.61,36.15,45.65,30.71,28.81,25.25,34.28,30.41
site98,HR,Zagreb,121.97,112.53,162.32,262.28,187.81,149,140.3,124.93,190.35,162.32
site99,IS,Reykjavik Klettagarðar,87.43,91.29,142.52,120.73,138.06,76.17,48.06,75.6,119.37,100.61
site101,IT,Milan,314.74,312.99,263.86,344.35,337.27,308.62,264.3,297.34,313.53,306.59
site108,NL,Eindhoven,347.49,401.78,426.65,606.2,695.48,534.84,472.66,407.31,565.79,497.87
site111,NL,Utrecht,305.72,273.91,281.14,412.44,363.31,296.82,239.19,272.94,338.43,310.36
site112,NO,Oslo,118.66,131.61,200.96,,,127.78,113.01,121.09,164.37,138.4
site114,PT,Almada,69.75,76.18,57.91,85.3,67.9,94.29,25.44,57.12,76.35,68.11
site115,PT,Lisbon,218.05,264.75,241.17,306.44,282.32,268.19,224.78,235.86,274.53,257.96
site116,PT,Porto,60.59,78.47,90.95,114.94,113.6,89.32,87.39,75.48,102.2,90.75
site123,SE,Stockholm (2),101.39,113.22,113.9,202.39,236.89,136.24,104.99,106.53,172.35,144.14
site133,SK,Bratislava (2),70.78,58.28,58.97,76.99,108.59,82.92,84.28,71.11,81.87,77.26
site134,SK,Piestany,14.41,12.71,11.8,35.02,31.08,11.2,24,17.04,22.28,20.03
