SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site91,FR,Paris South Suburbs,49.99,41.83,49.25,74.46,94.32,36.2,51.35,47.72,63.56,56.77
site92,GB,Bristol,607.03,740.41,887.35,991.02,1331.48,1345.17,882.15,743.2,1138.76,969.23
site98,HR,Zagreb,216.96,224.54,284.82,178.51,305.29,247.5,184.14,208.55,254.03,234.54
site99,IS,Reykjavik Klettagarðar,486.34,374.88,439.54,614.47,632.97,436.09,365.21,408.81,530.77,478.5
site100,IT,Bozen,324.9,333.04,358.08,477.67,458.85,443.9,355.64,337.86,434.63,393.16
site101,IT,Milan,336.67,315.21,302.94,349.53,523.16,303.73,404.12,352,369.84,362.19
site102,LT,Kaunas,42.73,41.66,47.23,73.9,89.67,65.56,42.35,42.25,69.09,57.59
site103,LT,Klaipeda,33.64,40.68,44.72,91.79,121.99,59.89,45.95,40.09,79.6,62.67
site104,LT,Vilnius,28.95,33.62,52.29,74.9,79.23,41.9,37.68,33.42,62.08,49.8
site107,NL,Amsterdam,720.65,754.53,711.9,788.19,1121.25,1540.14,889.84,788.34,1040.37,932.36
site108,NL,Eindhoven,357.02,247.81,410,428.78,513.75,582.24,448.9,351.24,483.69,426.93
site111,NL,Utrecht,400.51,437.84,360.81,357.79,479.01,523.1,343.16,393.84,430.18,414.6
site112,NO,Oslo,147.89,170.49,298.91,268.19,235.71,209.2,144.28,154.22,253,210.67
site114,PT,Almada,28.65,87.44,207.75,148.11,247.54,145.53,92.55,69.55,187.23,136.79
site115,PT,Lisbon,535.52,273.02,429.83,509.69,567.74,489.26,376.65,395.06,499.13,454.53
site116,PT,Porto,159.82,171.61,229.14,155.19,287.74,272.98,259.93,197.12,236.26,219.48
site127,SI,Domžale-Kamnik,122.48,78.22,165.78,293.17,282.56,148.61,132.52,111.07,222.53,174.76
site129,SI,Ljubljana,264.29,280.25,,382.24,369.84,205.84,233.8,259.45,319.31,289.38
site130,SI,Maribor,58.9,99.73,52.73,134.81,153.26,85.23,63.29,73.97,106.51,92.56
site133,SK,Bratislava (2),89.51,63.78,161.52,94.13,99.35,90.6,85.42,79.57,111.4,97.76
site134,SK,Piestany,11.38,10.14,8.75,64.17,45.58,10.38,3.66,8.39,32.22,22.01
