SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site75,FI,Mikkeli,15.4,19.76,18.5,32.56,25.87,14.13,11.47,15.54,22.76,19.67
site76,FI,Oulu,10.02,10.33,14.38,23.21,25.64,19.99,14.08,11.48,20.8,16.81
site78,FI,Pori,8.9,11.92,13.78,18.94,21.63,17.43,11.81,10.88,17.94,14.92
site80,FI,Rovaniemi,32.63,25.82,21.94,30.53,37.03,37.18,37.21,31.89,31.67,31.76
site82,FI,Savonlinna,2.51,1.42,1.89,7.53,4.85,10.14,9.61,4.51,6.1,5.42
site83,FI,Seinäjoki,10.26,14.8,22.57,37.56,45.32,25.82,11.88,12.31,32.82,24.03
site84,FI,Tampere,10.06,13.86,13.76,35.58,50.42,25.32,8.08,10.67,31.27,22.44
site85,FI,Turku,10.19,7.12,9.21,26.87,34.82,16.89,7.76,8.36,21.95,16.12
site86,FI,Vaasa,6,3.99,3.96,14.31,28.54,13.64,11.1,7.03,15.11,11.65
site88,FR,Bordeaux I,4.46,4.48,4.23,22.61,43.47,93.14,14.75,7.9,40.86,26.73
site90,FR,Paris Seine Centre,3.48,3.42,3.29,52.5,126.42,27.66,23.37,10.09,52.47,34.3
site91,FR,Paris South Suburbs,0,0,0,0,0,0,0,0,0,0
site94,GR,Athens,3.44,3.38,2.19,3.49,10.06,7.17,3.14,3.32,5.73,4.7
site98,HR,Zagreb,17.94,18.51,17.8,29.08,58.58,41.6,25.31,20.59,36.77,29.83
site99,IS,Reykjavik Klettagarðar,36.58,31.72,25.49,46.59,68.95,45.45,26.57,31.63,46.62,40.19
site100,IT,Bozen,1.97,1.97,4.6,6.56,8.14,6.31,5.5,3.15,6.4,5.01
site101,IT,Milan,2.33,1.9,3.28,6.34,18.66,4.37,4.02,2.75,8.16,5.84
site102,LT,Kaunas,10.81,9.28,8.54,18.37,26.36,18.34,12.58,10.89,17.9,14.9
site103,LT,Klaipeda,10.64,10.08,15.63,41.32,60.11,23.69,13.3,11.34,35.19,24.97
site104,LT,Vilnius,10.35,10.81,10.54,43.71,45.04,22.34,17.8,12.99,30.41,22.94
site107,NL,Amsterdam,147.15,147.4,92.77,103.52,217.79,309.66,262.51,185.68,180.93,182.97
site111,NL,Utrecht,130.88,86.09,54.29,76.64,247.87,336.36,190.11,135.7,178.79,160.32
site112,NO,Oslo,11.66,6.82,46.19,41.44,36.42,37.75,16.17,11.55,40.45,28.06
site114,PT,Almada,0.51,1.02,22.35,15.29,10.5,16.72,7.46,3,16.21,10.55
site115,PT,Lisbon,35.4,25.68,23.75,51.19,117.17,61.33,30.97,30.68,63.36,49.35
site116,PT,Porto,6.81,8.96,22.16,14.92,46.37,29.04,19.2,11.66,28.12,21.07
site127,SI,Domžale-Kamnik,3.36,2.85,5.58,14.37,19.45,9.61,5.14,3.78,12.25,8.62
site129,SI,Ljubljana,14.92,15.58,,71.65,63.97,27.81,15.78,15.43,54.48,34.95
site130,SI,Maribor,2.51,3.65,1.44,11.63,15.54,6.74,2.64,2.93,8.84,6.31
site133,SK,Bratislava (2),7.23,5.1,23.49,8.4,17.47,13.4,6.86,6.39,15.69,11.71
site134,SK,Piestany,1.98,2.22,1.38,3.53,5.21,2.36,0.58,1.59,3.12,2.46
